_id,animalSettlement,caravanaNumber,animalType,weight,birthDay,breed,isPregmant,dateOfBirth,observations,createdAt,updatedAt,__v,animalTags,animalSenasa
6388c7acbcaeb30030cb691d,6388c7acbcaeb30030cb6915,PUNTO_FIJO_1,VACA,0.0,2022-12-01 15:26:36.673,DEFAULT-PUNTO-FIJO,False,,,2022-12-01 15:26:36.673,2022-12-01 15:26:36.673,0,[],6388C7ACBCAEB30030CB6915
638a2174bcaeb30030cb7660,63877cd7e1ed590030662d0a,PUNTO_FIJO_1,VACA,0.0,2022-12-02 16:01:56.864,DEFAULT-PUNTO-FIJO,False,,,2022-12-02 16:01:56.864,2022-12-02 16:01:56.864,0,[],
638a254fbcaeb30030cb776e,620e6e5e60543d0026a01f0e,PUNTO_FIJO_5,VACA,0.0,2022-12-02 16:18:24.011,DEFAULT-PUNTO-FIJO,False,,,2022-12-02 16:18:24.011,2022-12-02 16:18:24.011,0,[],
638a2580bcaeb30030cb779e,620e6e5e60543d0026a01f0e,PUNTO_FIJO_6,VACA,0.0,2022-12-02 16:19:12.263,DEFAULT-PUNTO-FIJO,False,,,2022-12-02 16:19:12.263,2022-12-02 16:19:12.263,0,[],
638a27b8bcaeb30030cb77e6,620e6e5e60543d0026a01f0e,AGUADA 1,VACA,1.0,2022-12-02 00:00:00.000,BEEF MASTER,False,,,2022-12-02 16:28:40.402,2022-12-02 16:28:40.402,0,[],
638a27f3bcaeb30030cb77f7,620e6e5e60543d0026a01f0e,AGUADA 2,VACA,1.0,2022-12-02 00:00:00.000,JERSEY,False,,,2022-12-02 16:29:39.446,2022-12-02 16:29:39.446,0,[],
638a2830bcaeb30030cb780a,620e6e5e60543d0026a01f0e,AGUADA 3,VACA,1.0,2022-12-02 00:00:00.000,BRAHMAN,False,,,2022-12-02 16:30:40.450,2022-12-02 16:30:40.450,0,[],
638f46a8a5c1673814c1f7e2,620e6e5e60543d0026a01f0e,PUNTO_FIJO_1,VACA,0.0,2022-12-06 13:42:00.370,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 13:42:00.370,2022-12-06 13:42:00.370,0,[],638F46A8A5C1673814C1F7DA
6398ae85195e9e4dec897b2b,6398ae85195e9e4dec897b23,PUNTO_FIJO_1,VACA,0.0,2022-12-13 16:55:33.363,DEFAULT-PUNTO-FIJO,False,,,2022-12-13 16:55:33.363,2022-12-13 16:55:33.363,0,[],6398AE85195E9E4DEC897B23
63a0e6564d110a5b98147543,63a0e6554d110a5b9814753b,PUNTO_FIJO_1,VACA,0.0,2022-12-19 22:31:50.017,DEFAULT-PUNTO-FIJO,False,,,2022-12-19 22:31:50.017,2022-12-19 22:31:50.017,0,[],63A0E6554D110A5B9814753B
638f557947b80d0025f05eaa,620e6e5e60543d0026a01f0e,PUNTO_FIJO_2,VACA,0.0,2022-12-06 14:45:13.362,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 14:45:13.362,2022-12-06 14:45:13.362,0,[],
638f558847b80d0025f05ece,620e6e5e60543d0026a01f0e,PUNTO_FIJO_3,VACA,0.0,2022-12-06 14:45:28.555,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 14:45:28.555,2022-12-06 14:45:28.555,0,[],
638f559b47b80d0025f05f02,620e6e5e60543d0026a01f0e,PUNTO_FIJO_4,VACA,0.0,2022-12-06 14:45:47.839,DEFAULT-PUNTO-FIJO,False,,,2022-12-06 14:45:47.839,2022-12-06 14:45:47.839,0,[],
63a646c01c3d5b259c86b645,63a646c01c3d5b259c86b63e,PUNTO_FIJO_1,VACA,0.0,2022-12-24 00:24:32.222,DEFAULT-PUNTO-FIJO,False,,,2022-12-24 00:24:32.222,2022-12-24 00:24:32.222,0,[],63A646C01C3D5B259C86B63E
63adccacd601c63f045ed387,63adccacd601c63f045ed37f,PUNTO_FIJO_1,VACA,0.0,2022-12-29 17:21:48.280,DEFAULT-PUNTO-FIJO,False,,,2022-12-29 17:21:48.280,2022-12-29 17:21:48.280,0,[],63ADCCACD601C63F045ED37F
63adcd8ed601c63f045ed40f,63adcd8dd601c63f045ed407,PUNTO_FIJO_1,VACA,0.0,2022-12-29 17:25:34.187,DEFAULT-PUNTO-FIJO,False,,,2022-12-29 17:25:34.187,2022-12-29 17:25:34.187,0,[],63ADCD8DD601C63F045ED407
63b38dd1eb677e30a8aab08b,63b38dd1eb677e30a8aab083,PUNTO_FIJO_1,VACA,0.0,2023-01-03 02:07:13.434,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 02:07:13.434,2023-01-03 02:07:13.434,0,[],63B38DD1EB677E30A8AAB083
63b38faceb677e30a8aab10c,63b38faceb677e30a8aab104,PUNTO_FIJO_1,VACA,0.0,2023-01-03 02:15:08.650,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 02:15:08.650,2023-01-03 02:15:08.650,0,[],63B38FACEB677E30A8AAB104
63b39a48eb677e30a8aab15d,63b39a48eb677e30a8aab155,PUNTO_FIJO_1,VACA,0.0,2023-01-03 03:00:24.572,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 03:00:24.572,2023-01-03 03:00:24.572,0,[],63B39A48EB677E30A8AAB155
63b39a96eb677e30a8aab18b,63b39a96eb677e30a8aab183,PUNTO_FIJO_1,VACA,0.0,2023-01-03 03:01:42.323,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 03:01:42.323,2023-01-03 03:01:42.323,0,[],63B39A96EB677E30A8AAB183
63b44309973f9f35c0c5aaba,63b44309973f9f35c0c5aab2,PUNTO_FIJO_1,VACA,0.0,2023-01-03 15:00:25.992,DEFAULT-PUNTO-FIJO,False,,,2023-01-03 15:00:25.992,2023-01-03 15:00:25.992,0,[],63B44309973F9F35C0C5AAB2
63ed3c21a9f1a400257969b9,63ecf27ba9f1a40025792acf,PUNTO_FIJO_1,VACA,0.0,2023-02-15 20:10:09.754,DEFAULT-PUNTO-FIJO,False,,,2023-02-15 20:10:09.754,2023-02-15 20:10:09.754,0,[],
63ed3c48a9f1a400257969d6,63ecf27ba9f1a40025792acf,PUNTO_FIJO_2,VACA,0.0,2023-02-15 20:10:48.963,DEFAULT-PUNTO-FIJO,False,,,2023-02-15 20:10:48.963,2023-02-15 20:10:48.963,0,[],
63ed3c7ca9f1a40025796a47,63ecf27ba9f1a40025792acf,PUNTO_FIJO_3,VACA,0.0,2023-02-15 20:11:40.639,DEFAULT-PUNTO-FIJO,False,,,2023-02-15 20:11:40.639,2023-02-15 20:11:40.639,0,[],
63ed43f6a9f1a40025796d50,63ecf27ba9f1a40025792acf,PUNTO_FIJO_4,VACA,0.0,2023-02-15 20:43:34.927,DEFAULT-PUNTO-FIJO,False,,,2023-02-15 20:43:34.927,2023-02-15 20:43:34.927,0,[],
63ed4404a9f1a40025796d71,63ecf27ba9f1a40025792acf,PUNTO_FIJO_5,VACA,0.0,2023-02-15 20:43:48.905,DEFAULT-PUNTO-FIJO,False,,,2023-02-15 20:43:48.905,2023-02-15 20:43:48.905,0,[],
63ed440da9f1a40025796d85,63ecf27ba9f1a40025792acf,PUNTO_FIJO_6,VACA,0.0,2023-02-15 20:43:57.776,DEFAULT-PUNTO-FIJO,False,,,2023-02-15 20:43:57.776,2023-02-15 20:43:57.776,0,[],
63f8b232110f66003023d9d6,63e6454922ee080030ba8728,PUNTO_FIJO_12,VACA,0.0,2023-02-24 12:48:50.292,DEFAULT-PUNTO-FIJO,False,,,2023-02-24 12:48:50.292,2023-03-10 19:18:30.908,0,[],
63f92eb3618a93003177363a,63877cd7e1ed590030662d0a,PUNTO_FIJO_2,VACA,0.0,2023-02-24 21:40:03.728,DEFAULT-PUNTO-FIJO,False,,,2023-02-24 21:40:03.728,2023-02-24 21:40:03.728,0,[],
63fc8a745a6103002ff21ca3,63877cd7e1ed590030662d0a,PUNTO_FIJO_3,VACA,0.0,2023-02-27 10:48:20.365,DEFAULT-PUNTO-FIJO,False,,,2023-02-27 10:48:20.365,2023-02-27 10:48:20.365,0,[],
63fc970188939900301d77b7,63e6454922ee080030ba8728,PUNTO_FIJO_4,VACA,0.0,2023-02-27 11:41:53.645,DEFAULT-PUNTO-FIJO,False,,,2023-02-27 11:41:53.645,2023-03-13 15:55:36.744,0,[],
640b794ee5142a002f655fe6,620e6e5e60543d0026a01f0e,PUNTO_FIJO_7,VACA,0.0,2023-03-10 18:39:10.755,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:39:10.755,2023-03-10 18:39:10.755,0,[],
640b79aee5142a002f656001,620e6e5e60543d0026a01f0e,PUNTO_FIJO_8,VACA,0.0,2023-03-10 18:40:47.110,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:40:47.110,2023-03-10 18:40:47.110,0,[],
640b79d4e5142a002f656015,620e6e5e60543d0026a01f0e,PUNTO_FIJO_9,VACA,0.0,2023-03-10 18:41:24.227,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:41:24.227,2023-03-10 18:41:24.227,0,[],
640b79fde5142a002f656029,620e6e5e60543d0026a01f0e,PUNTO_FIJO_10,VACA,0.0,2023-03-10 18:42:05.749,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:42:05.749,2023-03-10 18:42:05.749,0,[],
640b7a20e5142a002f65603a,620e6e5e60543d0026a01f0e,PUNTO_FIJO_11,VACA,0.0,2023-03-10 18:42:41.026,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:42:41.026,2023-03-10 18:42:41.026,0,[],
640b7a4be5142a002f65604e,620e6e5e60543d0026a01f0e,PUNTO_FIJO_12,VACA,0.0,2023-03-10 18:43:24.140,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:43:24.140,2023-03-10 18:43:24.140,0,[],
640b7a61e5142a002f65605f,620e6e5e60543d0026a01f0e,PUNTO_FIJO_13,VACA,0.0,2023-03-10 18:43:46.226,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:43:46.226,2023-03-10 18:43:46.226,0,[],
640b7a86e5142a002f656073,620e6e5e60543d0026a01f0e,PUNTO_FIJO_14,VACA,0.0,2023-03-10 18:44:22.497,DEFAULT-PUNTO-FIJO,False,,,2023-03-10 18:44:22.497,2023-03-10 18:44:22.497,0,[],
